"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Nova Scotia","2016A000212","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747155","5.2.1.3","68.1","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747156","5.2.1.4","250","","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747157","5.2.1.5","223","","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747158","5.2.1.6","277","","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747159","5.2.2.1","27.1","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747160","5.2.2.2","21.3","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747161","5.2.2.3","33.9","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747162","5.2.2.4","110","E","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747163","5.2.2.5","84","E","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747164","5.2.2.6","135","E","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747165","5.2.3.1","11.2","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747166","5.2.3.2","7.4","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747167","5.2.3.3","16.4","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747168","5.2.3.4","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747169","5.2.3.5","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747170","5.2.3.6","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747171","5.3.1.1","50.9","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747172","5.3.1.2","44.0","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747173","5.3.1.3","57.8","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747174","5.3.1.4","217","","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747175","5.3.1.5","187","","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747176","5.3.1.6","247","","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747177","5.3.2.1","30.4","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747178","5.3.2.2","24.4","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747179","5.3.2.3","37.3","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747180","5.3.2.4","130","E","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747181","5.3.2.5","102","E","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747182","5.3.2.6","157","E","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747183","5.3.3.1","18.6","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747184","5.3.3.2","13.8","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747185","5.3.3.3","24.7","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747186","5.3.3.4","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747187","5.3.3.5","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747188","5.3.3.6","","F","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747189","6.1.1.1","51.7","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747190","6.1.1.2","47.1","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747191","6.1.1.3","56.3","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747192","6.1.1.4","339","","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747193","6.1.1.5","308","","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747194","6.1.1.6","369","","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747195","6.1.2.1","30.0","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747196","6.1.2.2","25.7","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747197","6.1.2.3","34.7","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747198","6.1.2.4","197","","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747199","6.1.2.5","167","","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747200","6.1.2.6","226","","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747201","6.1.3.1","18.2","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747202","6.1.3.2","14.8","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747203","6.1.3.3","22.3","","","","1"
"2021-07","New Brunswick","2016A000213","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747204","6.1.3.4","119","E","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747205","6.1.3.5","95","E","","","0"
"2021-07","New Brunswick","2016A000213","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747206","6.1.3.6","144","E","","","0"
